show_id,title,Likes,Languages,Genres,Descriptions
s2167,A Go! Go! Cory Carson Summer Camp,,,,"Cory's spending the summer at Camp Friendship with his best friend, Freddie. But jealousy flares when Freddie brings his cousin Rosie along for the ride."
s2168,Malibu Rescue: The Next Wave,,,,"Itâ€™s summer again, and everyoneâ€™s favorite Junior Rescuers, The Flounders, are back at Tower 2. With the International Junior Rescue Championships headed to Southern California, the eyes of the entire planet are on Malibu Beach. But when Team USA falls victim to a bout of food poisoning, itâ€™s up to Tyler, Dylan, Eric, Lizzie and Gina to represent their country in the world's most extreme lifeguard challenge!â€¦\xa0MORE"
s2169,Mystery Lab,96%,Portuguese,Educational television,"Host Felipe Castanhari explores science, history, mysteries, and marvels, uncovering amazing facts with his lab buddies."
s2170,Sam Jay: 3 In The Morning,,,,"Comedian and ""Saturday Night Live"" writer Sam Jay serves up fresh takes on relationships, travel nightmares, the audacity of white people and more."
s2083,Maniyarayile Ashokan,61%,,,"Ashokan desperately wishes to get married as he is past the marriageable age. However, bad luck and a series of unfortunate circumstances threaten to make this a distant dream."
s2084,The Debt Collector 2,,,,"Sue forces French to join him as he needs to retrieve three debt collections. However, they are unaware that a crime lord and a kingpin are waiting to seek revenge against them."
s2171,Immigration Nation,88%,,Documentary,"A deep look at the state of U.S. immigration, utilizing unprecedented access to ICE operations and moving portraits of immigrants."
s2085,All Together Now,,,,
s190,Bread Barbershop,74%,,,"In a town filled with food, master cake decorator Bread provides life-changing makeovers for customers at his barbershop."
s2086,I AM A KILLER: RELEASED,66%,,,"A convict is paroled 30 years after being sentenced to death for murder, then he makes a shocking confession."
s2087,Masaba Masaba,90%," English, Hindi",,Fashion designer Masaba Gupta straddles the worlds of fashion and family while making a foray back into the dating world.
s2088,Santana,,,"Rock, Pop rock, Latin rock, Jazz fusion, Funk, Hard rock, MORE","Santana is an American rock band formed in San Francisco in 1966 by American guitarist Carlos Santana. The band has undergone multiple recording and performing line-ups in its history, with Santana the only consistent member. Wikipedia"
s2089,Unknown Origins,56%,Spanish,,A serial killer is spreading chaos. Anonymous people with no apparent connection are being murdered while imitating the first appearances of the most famous superheroes.
s2090,Aggretsuko,98%,Japanese,Comedy,A polite accountant deals with her annoying co-workers by chugging beer and singing death metal.
s2092,The Bridge Curse,70%," Chinese, Mandarin",,Terror strikes when university students test an urban legend about a female ghost that haunts a campus bridge.
s2094,Her Mother's Killer,85%,,Drama,"A young woman decides to avenge the death of her mother, becoming the main adviser to a prominent political figure in order to achieve her mission."
s2096,Making The Witcher,59%,,,"Journey into the extraordinary world of ""The Witcher"" â€” from casting the roles to Jaskier\'s catchy song â€” in this behind-the-scenes look at the series. Go behind the monsters, the ballads and every bit of magic that went into bringing The Witcher\'s Continent to life."
s2097,Million Dollar Beach House,48%,English,Reality television,"A group of young and hungry agents go to extreme lengths to please clients, score listings and close multimillion-dollar deals on luxurious listings in the Hamptons."
s2098,Rising Phoenix,,,,
s228,Really Love,68%,,,A rising Black painter tries to break into the competitive art world while balancing an unexpected romance with an ambitious law student.
s230,The Old Ways,86%," English, Spanish, Nahuatl",,"Deep in the Veracruz jungles, Mexican American journalist Cristina Lopez is held captive by a mysterious bruja, or witch doctor who is convinced she's possessed by a demon. Ultimately her fight for survival becomes one for her soul."
s2099,Emily's Wonder Lab,70%,,Educational television,Emily Caladrelli shares science experiments to help make STEAM fun.
s2100,Trinkets,76%,,,A grieving teenager finds an unexpected connection with two classmates at her new high school when they all land in the same Shoplifters Anonymous group.
s2104,Class of '83,59%,Hindi,,A demoted police officer trains five academy students as assassins to punish the corrupt bureaucracy and its criminal allies.
s2105,Dark Forces,93%,,First-person shooter,"Star Wars: Dark Forces is a first-person shooter video game developed and published by LucasArts. It was released in 1995 for MS-DOS and Macintosh, and in 1996 for the PlayStation. Wikipedia"
s2106,Hoops,77%,," Sport, Adult animation, Animated sitcom",A foul-mouthed high school basketball coach is confident he'll make the big leagues if he can only turn around his terrible team -- good luck with that.
s2107,Rust Valley Restorers,96%,,Documentary,A crew of car lovers at a garage in the Rocky Mountains transforms abandoned heaps of rust into collectible classics.
s2108,The Sleepover,51%,,,Siblings Clancy and Kevin learn their seemingly normal mother is actually a former high-end thief in the witness protection program after she's kidnapped.
s2109,Goedam,69%,Korean,,"When night falls on the city, shadows and spirits come alive in this horror anthology series centered on urban legends."
s2110,John Was Trying to Contact Aliens,55%,,,"Rural electronics whiz John Shepherd spends 30 years trying to contact extraterrestrials by broadcasting music into space, and makes an important connection on Earth."
s2112,The Crimes That Bind,77%,,,"Desperate and confused, Alicia will do the impossible to keep her son from prison after he is convicted of trying to murder his ex-wife."
s2172,Almost Love,77%,,,"Adam and Marklin's 5-year relationship has gone from a passionate flame to a simmer, forcing them to reconcile with each other's shortcomings while their friends endlessly search for love in New York City."
s251,A Faraway Land,39%,,,"In the Faroe Islands, a married woman meets a reporter filming a documentary on overseas Filipino workers, which soon sparks a complicated love story."
s2113,DeMarcus Family Rules,56%,,,Rascal Flatts bassist Jay DeMarcus and former beauty queen Allison DeMarcus write their own rules for juggling family and fun.
s2114,High Score,83%,English,Documentary,"A look at the history of classic video games, featuring insights from the innovators who brought these worlds and characters to life."
s2115,Little Singham: Kaal Ka Badla,,,,"As the evil demon Kaal returns with renewed power to seek revenge and conquer Mirchi Nagar, Little Singham prepares for a deadly fight to defeat him."
s257,Nneka The Pretty Serpent,57%,,,"Years after the mysterious murder of her parents, a traumatized woman gains supernatural powers that aid in her quest for revenge against the killers."
s259,Out of my league,,,,
s261,The Defeated,79%," English, German",,"Police officer Max McLoughlin arrives in Berlin in 1946 to establish a new police force in the wake of the war, and hopes to find his brother who is presumed dead."
s2118,Crazy Awesome Teachers,66%,,,A reluctant new teacher tries to recover stolen money meant to pay staff salaries.
s2119,Glitch Techs,83%,,,Two kids are recruited to battle video game monsters that have found their way into the real world.
s2123,Stranger,75%,English,,A web of secrets sends family man Adam Price on a desperate quest to discover the truth about the people closest to him.
s267,The Creative Indians,,,,Various talented artists who inspire and motivate others with their craft talk about their struggles and how they achieved the impossible.
s269,Unroyal,53%,,,"When a rude and arrogant princess finds herself relying on a gatekeeper after a terrible accident, it may be enough to make her change her ways."
s2125,Rita,93%,Danish,,A teacher confronts her past when an old flame re-enters her life.
s2128,0.03,,,,
s2129,Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,,,,"A look inside the International Cricket Council Woman's T20 World Cup, a 17 day tournament played at the Melbourne Cricket Ground."
s2130,Fearless,83%,English,,"Emma, a human rights solicitor, is convinced that Kevin Russell, who was convicted of the murder of a schoolgirl 14 years ago, is innocent. She embarks on a tiresome journey to get him acquitted."
s2132,Octonauts & the Caves of Sac Actun,49%,,,"The Octonauts embark on an underwater adventure, navigating a set of challenging caves to help a small octopus friend return to the Caribbean Sea."
s2133,Project Power,66%,English,,"A former soldier teams up with a cop to find the source behind a dangerous pill that provides temporary, unpredictable superpowers."
s2134,Teenage Bounty Hunters,75%,English,Comedy drama,Twin sisters Blair and Sterling balance teen life at an elite Southern high school with an unlikely new career as butt-kicking bounty hunters.
s2135,The Great Heist,62%,Spanish,Drama,The 1994 robbery of $33 million from Colombia's central bank rocks the country.
